0.250000 0.250000 0.500000 0.000000 3.14159265359 0.000000
0.500000 0.250000 0.500000 0.000000 3.14159265359 0.000000
-0.500000 0.250000 0.500000 0.0 3.14159265359 0.000000
0.250000 0.500000 0.500000 -0.7854 -3.926992654 0.000000
0.500000 0.500000 0.500000 -0.7854 -3.926992654 0.000000
-0.500000 0.500000 0.500000 -0.7854 3.926992654 0.000000
0.250000 -0.500000 0.500000 0.7854 -3.926992654 0.000000
0.500000 -0.500000 0.500000 0.7854 -3.926992654 0.000000
-0.500000 -0.500000 0.500000 0.7854 3.926992654 0.000000
0.250000 -0.250000 0.500000 0.000000 3.14159265359 0.000000
0.500000 -0.250000 0.500000 0.000000 3.14159265359 0.000000
-0.500000 -0.250000 0.500000 -0.0 3.14159265359 0.000000
0.250000 0.250000 0.750000 0.000000 1.57079632679 0.000000
0.500000 0.250000 0.750000 0.000000 1.57079632679 0.000000
-0.500000 0.250000 0.750000 0.000000 -1.57079632679 0.000000
0.250000 0.500000 0.750000 -0.7854 1.57079632679 0.000000
0.500000 0.500000 0.750000 -0.7854 1.57079632679 0.000000
-0.500000 0.500000 0.750000 -0.7854 -1.57079632679 0.000000
0.250000 -0.500000 0.750000 0.7854 1.57079632679 0.000000
0.500000 -0.500000 0.750000 0.7854 1.57079632679 0.000000
-0.500000 -0.500000 0.750000 0.7854 -1.57079632679 0.000000
0.250000 -0.250000 0.750000 0.000000 1.57079632679 0.000000
0.500000 -0.250000 0.750000 0.000000 1.57079632679 0.000000
-0.500000 -0.250000 0.750000 0.000000 -1.57079632679 0.000000
0.250000 0.250000 1.000000 0.000000 0.0 0.000000
0.500000 0.250000 1.000000 0.0 0.7854 0.000000
-0.500000 0.250000 1.000000 0.000000 0.0 0.0
0.250000 0.500000 1.000000 -2.356192654 3.926992654 0.000000
0.500000 0.500000 1.000000 -2.356192654 3.926992654 0.000000
-0.500000 0.500000 1.000000 -2.356192654 -3.926992654 0.000000
0.250000 -0.500000 1.000000 2.356192654 3.926992654 0.000000
0.500000 -0.500000 1.000000 2.356192654 3.926992654 0.000000
-0.500000 -0.500000 1.000000 2.356192654 -3.926992654 0.000000
0.250000 -0.250000 1.000000 0.000000 0.0 0.000000
0.500000 -0.250000 1.000000 0.0 0.7854 0.000000
-0.500000 -0.250000 1.000000 0.000000 0.0 0.0
